sample,label
4297.jpeg,48
4298.jpeg,50
4299.jpeg,46
4300.jpeg,75
4301.jpeg,17
4302.jpeg,37
4303.jpeg,13
4304.jpeg,56
4305.jpeg,43
4306.jpeg,18
4307.jpeg,19
4308.jpeg,33
4309.jpeg,47
4310.jpeg,79
4311.jpeg,64
4312.jpeg,40
4313.jpeg,19
4314.jpeg,83
4315.jpeg,47
4316.jpeg,19
4317.jpeg,0
4318.jpeg,99
4319.jpeg,6
4320.jpeg,90
4321.jpeg,3
4322.jpeg,35
4323.jpeg,41
4324.jpeg,46
4325.jpeg,59
4326.jpeg,19
4327.jpeg,90
4328.jpeg,7
4329.jpeg,58
4330.jpeg,65
4331.jpeg,77
4332.jpeg,5
4333.jpeg,85
4334.jpeg,35
4335.jpeg,96
4336.jpeg,66
4337.jpeg,45
4338.jpeg,12
4339.jpeg,89
4340.jpeg,54
4341.jpeg,22
4342.jpeg,7
4343.jpeg,91
4344.jpeg,64
4345.jpeg,46
4346.jpeg,12
4347.jpeg,33
4348.jpeg,79
4349.jpeg,79
4350.jpeg,90
4351.jpeg,46
4352.jpeg,32
4353.jpeg,46
4354.jpeg,11
4355.jpeg,28
4356.jpeg,74
4357.jpeg,4
4358.jpeg,48
4359.jpeg,66
4360.jpeg,91
4361.jpeg,80
4362.jpeg,97
4363.jpeg,35
4364.jpeg,98
4365.jpeg,77
4366.jpeg,48
4367.jpeg,45
4368.jpeg,70
4369.jpeg,47
4370.jpeg,66
4371.jpeg,24
4372.jpeg,78
4373.jpeg,5
4374.jpeg,77
4375.jpeg,70
4376.jpeg,62
4377.jpeg,17
4378.jpeg,89
4379.jpeg,29
4380.jpeg,30
4381.jpeg,76
4382.jpeg,69
4383.jpeg,58
4384.jpeg,13
4385.jpeg,0
4386.jpeg,69
4387.jpeg,50
4388.jpeg,38
4389.jpeg,92
4390.jpeg,37
4391.jpeg,18
4392.jpeg,19
4393.jpeg,54
4394.jpeg,31
4395.jpeg,43
4396.jpeg,6
4397.jpeg,47
4398.jpeg,70
4399.jpeg,83
4400.jpeg,14
4401.jpeg,50
4402.jpeg,87
4403.jpeg,10
4404.jpeg,77
4405.jpeg,83
4406.jpeg,10
4407.jpeg,67
4408.jpeg,47
4409.jpeg,22
4410.jpeg,13
4411.jpeg,44
4412.jpeg,62
4413.jpeg,46
4414.jpeg,83
4415.jpeg,17
4416.jpeg,63
4417.jpeg,36
4418.jpeg,47
4419.jpeg,75
4420.jpeg,46
4421.jpeg,39
4422.jpeg,81
4423.jpeg,46
4424.jpeg,65
4425.jpeg,40
4426.jpeg,21
4427.jpeg,31
4428.jpeg,65
4429.jpeg,85
4430.jpeg,3
4431.jpeg,26
4432.jpeg,96
4433.jpeg,76
4434.jpeg,40
4435.jpeg,6
4436.jpeg,82
4437.jpeg,91
4438.jpeg,20
4439.jpeg,90
4440.jpeg,96
4441.jpeg,80
4442.jpeg,88
4443.jpeg,18
4444.jpeg,47
4445.jpeg,68
4446.jpeg,62
4447.jpeg,62
4448.jpeg,61
4449.jpeg,74
4450.jpeg,52
4451.jpeg,75
4452.jpeg,92
4453.jpeg,6
4454.jpeg,36
4455.jpeg,48
4456.jpeg,66
4457.jpeg,76
4458.jpeg,92
4459.jpeg,69
4460.jpeg,76
4461.jpeg,65
4462.jpeg,76
4463.jpeg,64
4464.jpeg,55
4465.jpeg,39
4466.jpeg,84
4467.jpeg,47
4468.jpeg,74
4469.jpeg,5
4470.jpeg,57
4471.jpeg,5
4472.jpeg,71
4473.jpeg,93
4474.jpeg,68
4475.jpeg,94
4476.jpeg,44
4477.jpeg,12
4478.jpeg,59
4479.jpeg,33
4480.jpeg,42
4481.jpeg,3
4482.jpeg,68
4483.jpeg,57
4484.jpeg,30
4485.jpeg,66
4486.jpeg,7
4487.jpeg,12
4488.jpeg,4
4489.jpeg,90
4490.jpeg,69
4491.jpeg,37
4492.jpeg,7
4493.jpeg,33
4494.jpeg,3
4495.jpeg,81
4496.jpeg,61
4497.jpeg,97
4498.jpeg,83
4499.jpeg,89
4500.jpeg,79
4501.jpeg,75
4502.jpeg,68
4503.jpeg,31
4504.jpeg,46
4505.jpeg,3
4506.jpeg,7
4507.jpeg,23
4508.jpeg,71
4509.jpeg,68
4510.jpeg,75
4511.jpeg,80
4512.jpeg,94
4513.jpeg,27
4514.jpeg,85
4515.jpeg,23
4516.jpeg,85
4517.jpeg,72
4518.jpeg,23
4519.jpeg,73
4520.jpeg,48
4521.jpeg,83
4522.jpeg,74
4523.jpeg,26
4524.jpeg,48
4525.jpeg,48
4526.jpeg,70
4527.jpeg,48
4528.jpeg,93
4529.jpeg,49
4530.jpeg,86
4531.jpeg,33
4532.jpeg,90
4533.jpeg,85
4534.jpeg,65
4535.jpeg,55
4536.jpeg,67
4537.jpeg,18
4538.jpeg,65
4539.jpeg,88
4540.jpeg,1
4541.jpeg,57
4542.jpeg,46
4543.jpeg,56
4544.jpeg,40
4545.jpeg,93
4546.jpeg,34
4547.jpeg,66
4548.jpeg,48
4549.jpeg,57
4550.jpeg,49
4551.jpeg,84
4552.jpeg,66
4553.jpeg,62
4554.jpeg,99
4555.jpeg,36
4556.jpeg,30
4557.jpeg,85
4558.jpeg,82
4559.jpeg,85
4560.jpeg,92
4561.jpeg,52
4562.jpeg,80
4563.jpeg,7
4564.jpeg,76
4565.jpeg,61
4566.jpeg,3
4567.jpeg,76
4568.jpeg,68
4569.jpeg,23
4570.jpeg,4
4571.jpeg,46
4572.jpeg,6
4573.jpeg,86
4574.jpeg,35
4575.jpeg,32
4576.jpeg,23
4577.jpeg,45
4578.jpeg,43
4579.jpeg,40
4580.jpeg,54
4581.jpeg,26
4582.jpeg,73
4583.jpeg,98
4584.jpeg,70
4585.jpeg,44
4586.jpeg,78
4587.jpeg,40
4588.jpeg,53
4589.jpeg,43
4590.jpeg,67
4591.jpeg,81
4592.jpeg,0
4593.jpeg,12
4594.jpeg,40
4595.jpeg,4
4596.jpeg,56
4597.jpeg,64
4598.jpeg,43
4599.jpeg,62
4600.jpeg,88
4601.jpeg,85
4602.jpeg,23
4603.jpeg,9
4604.jpeg,76
4605.jpeg,48
4606.jpeg,13
4607.jpeg,92
4608.jpeg,57
4609.jpeg,91
4610.jpeg,71
4611.jpeg,47
4612.jpeg,26
4613.jpeg,49
4614.jpeg,91
4615.jpeg,17
4616.jpeg,36
4617.jpeg,62
4618.jpeg,43
4619.jpeg,86
4620.jpeg,33
4621.jpeg,51
4622.jpeg,22
4623.jpeg,51
4624.jpeg,49
4625.jpeg,47
4626.jpeg,0
4627.jpeg,31
4628.jpeg,7
4629.jpeg,3
4630.jpeg,11
4631.jpeg,95
4632.jpeg,59
4633.jpeg,50
4634.jpeg,75
4635.jpeg,11
4636.jpeg,23
4637.jpeg,58
4638.jpeg,24
4639.jpeg,21
4640.jpeg,17
4641.jpeg,46
4642.jpeg,50
4643.jpeg,30
4644.jpeg,18
4645.jpeg,46
4646.jpeg,43
4647.jpeg,52
4648.jpeg,56
4649.jpeg,49
4650.jpeg,63
4651.jpeg,91
4652.jpeg,6
4653.jpeg,83
4654.jpeg,22
4655.jpeg,18
4656.jpeg,44
4657.jpeg,9
4658.jpeg,25
4659.jpeg,86
4660.jpeg,79
4661.jpeg,44
4662.jpeg,64
4663.jpeg,55
4664.jpeg,70
4665.jpeg,61
4666.jpeg,1
4667.jpeg,64
4668.jpeg,15
4669.jpeg,78
4670.jpeg,70
4671.jpeg,57
4672.jpeg,26
4673.jpeg,81
4674.jpeg,59
4675.jpeg,25
4676.jpeg,87
4677.jpeg,11
4678.jpeg,46
4679.jpeg,26
4680.jpeg,51
4681.jpeg,74
4682.jpeg,11
4683.jpeg,65
4684.jpeg,14
4685.jpeg,3
4686.jpeg,99
4687.jpeg,89
4688.jpeg,75
4689.jpeg,88
4690.jpeg,3
4691.jpeg,62
4692.jpeg,53
4693.jpeg,86
4694.jpeg,70
4695.jpeg,65
4696.jpeg,3
4697.jpeg,30
4698.jpeg,75
4699.jpeg,90
4700.jpeg,51
4701.jpeg,6
4702.jpeg,53
4703.jpeg,22
4704.jpeg,95
4705.jpeg,48
4706.jpeg,6
4707.jpeg,97
4708.jpeg,36
4709.jpeg,6
4710.jpeg,43
4711.jpeg,4
4712.jpeg,30
4713.jpeg,11
4714.jpeg,28
4715.jpeg,78
4716.jpeg,33
4717.jpeg,82
4718.jpeg,36
4719.jpeg,40
4720.jpeg,95
4721.jpeg,19
4722.jpeg,35
4723.jpeg,80
4724.jpeg,6
4725.jpeg,75
4726.jpeg,46
4727.jpeg,62
4728.jpeg,56
4729.jpeg,86
4730.jpeg,43
4731.jpeg,26
4732.jpeg,48
4733.jpeg,79
4734.jpeg,22
4735.jpeg,99
4736.jpeg,17
4737.jpeg,75
4738.jpeg,81
4739.jpeg,53
4740.jpeg,74
4741.jpeg,91
4742.jpeg,38
4743.jpeg,20
4744.jpeg,11
4745.jpeg,83
4746.jpeg,51
4747.jpeg,47
4748.jpeg,62
4749.jpeg,38
4750.jpeg,53
4751.jpeg,78
4752.jpeg,11
4753.jpeg,12
4754.jpeg,66
4755.jpeg,88
4756.jpeg,33
4757.jpeg,69
4758.jpeg,10
4759.jpeg,47
4760.jpeg,24
4761.jpeg,38
4762.jpeg,5
4763.jpeg,54
4764.jpeg,74
4765.jpeg,0
4766.jpeg,26
4767.jpeg,29
4768.jpeg,46
4769.jpeg,97
4770.jpeg,92
4771.jpeg,22
4772.jpeg,14
4773.jpeg,9
4774.jpeg,59
4775.jpeg,90
4776.jpeg,80
4777.jpeg,62
4778.jpeg,96
4779.jpeg,18
4780.jpeg,48
4781.jpeg,67
4782.jpeg,19
4783.jpeg,37
4784.jpeg,92
4785.jpeg,32
4786.jpeg,94
4787.jpeg,15
4788.jpeg,35
4789.jpeg,40
4790.jpeg,79
4791.jpeg,38
4792.jpeg,97
4793.jpeg,23
4794.jpeg,85
4795.jpeg,48
4796.jpeg,64
4797.jpeg,46
4798.jpeg,3
4799.jpeg,82
4800.jpeg,81
4801.jpeg,31
4802.jpeg,24
4803.jpeg,47
4804.jpeg,94
4805.jpeg,53
4806.jpeg,89
4807.jpeg,16
4808.jpeg,81
4809.jpeg,20
4810.jpeg,97
4811.jpeg,14
4812.jpeg,36
4813.jpeg,68
4814.jpeg,86
4815.jpeg,37
4816.jpeg,6
4817.jpeg,14
4818.jpeg,25
4819.jpeg,98
4820.jpeg,89
4821.jpeg,70
4822.jpeg,36
4823.jpeg,50
4824.jpeg,36
4825.jpeg,57
4826.jpeg,27
4827.jpeg,76
4828.jpeg,89
4829.jpeg,90
4830.jpeg,57
4831.jpeg,93
4832.jpeg,75
4833.jpeg,45
4834.jpeg,9
4835.jpeg,75
4836.jpeg,23
4837.jpeg,47
4838.jpeg,24
4839.jpeg,36
4840.jpeg,11
4841.jpeg,92
4842.jpeg,67
4843.jpeg,67
4844.jpeg,0
4845.jpeg,36
4846.jpeg,37
4847.jpeg,41
4848.jpeg,46
4849.jpeg,14
4850.jpeg,96
4851.jpeg,1
4852.jpeg,53
4853.jpeg,43
4854.jpeg,81
4855.jpeg,94
4856.jpeg,4
4857.jpeg,20
4858.jpeg,81
4859.jpeg,48
4860.jpeg,45
4861.jpeg,75
4862.jpeg,36
4863.jpeg,52
4864.jpeg,21
4865.jpeg,74
4866.jpeg,77
4867.jpeg,31
4868.jpeg,75
4869.jpeg,68
4870.jpeg,47
4871.jpeg,59
4872.jpeg,6
4873.jpeg,79
4874.jpeg,31
4875.jpeg,77
4876.jpeg,85
4877.jpeg,38
4878.jpeg,27
4879.jpeg,19
4880.jpeg,93
4881.jpeg,32
4882.jpeg,19
4883.jpeg,52
4884.jpeg,88
4885.jpeg,75
4886.jpeg,57
4887.jpeg,34
4888.jpeg,72
4889.jpeg,24
4890.jpeg,23
4891.jpeg,76
4892.jpeg,74
4893.jpeg,42
4894.jpeg,86
4895.jpeg,11
4896.jpeg,58
4897.jpeg,2
4898.jpeg,89
4899.jpeg,46
4900.jpeg,79
4901.jpeg,64
4902.jpeg,36
4903.jpeg,36
4904.jpeg,69
4905.jpeg,75
4906.jpeg,54
4907.jpeg,47
4908.jpeg,25
4909.jpeg,56
4910.jpeg,47
4911.jpeg,73
4912.jpeg,59
4913.jpeg,0
4914.jpeg,83
4915.jpeg,83
4916.jpeg,27
4917.jpeg,11
4918.jpeg,89
4919.jpeg,86
4920.jpeg,74
4921.jpeg,7
4922.jpeg,17
4923.jpeg,6
4924.jpeg,57
4925.jpeg,10
4926.jpeg,56
4927.jpeg,2
4928.jpeg,6
4929.jpeg,29
4930.jpeg,43
4931.jpeg,65
4932.jpeg,9
4933.jpeg,67
4934.jpeg,43
4935.jpeg,6
4936.jpeg,85
4937.jpeg,42
4938.jpeg,17
4939.jpeg,3
4940.jpeg,96
4941.jpeg,20
4942.jpeg,98
4943.jpeg,36
4944.jpeg,3
4945.jpeg,46
4946.jpeg,66
4947.jpeg,86
4948.jpeg,48
4949.jpeg,60
4950.jpeg,58
4951.jpeg,32
4952.jpeg,36
4953.jpeg,76
4954.jpeg,94
4955.jpeg,75
4956.jpeg,58
4957.jpeg,92
4958.jpeg,69
4959.jpeg,45
4960.jpeg,14
4961.jpeg,93
4962.jpeg,83
4963.jpeg,54
4964.jpeg,43
4965.jpeg,35
4966.jpeg,6
4967.jpeg,38
4968.jpeg,82
4969.jpeg,79
4970.jpeg,6
4971.jpeg,75
4972.jpeg,48
4973.jpeg,24
4974.jpeg,63
4975.jpeg,34
4976.jpeg,62
4977.jpeg,98
4978.jpeg,43
4979.jpeg,71
4980.jpeg,46
4981.jpeg,45
4982.jpeg,85
4983.jpeg,79
4984.jpeg,87
4985.jpeg,87
4986.jpeg,22
4987.jpeg,22
4988.jpeg,29
4989.jpeg,43
4990.jpeg,26
4991.jpeg,51
4992.jpeg,6
4993.jpeg,86
4994.jpeg,52
4995.jpeg,34
4996.jpeg,41
4997.jpeg,2
4998.jpeg,11
4999.jpeg,52
